ID,N°,Tipo,T,Quechua,Traducción,Sentimiento
N203,203,Oración,S,Chay wallpata caldopaq phurucharusaq,Pelaré esa gallina para el caldo,NEUTRAL
N204,204,Oración,S,Wirta ukhupin wiñapupaq sarataqa p’ampamuni,En el jardín tapé maíz para la jora,NEUTRAL
N205,205,Oración,S,Nisqanmanhina,De acuerdo a lo que dice,NEUTRAL
N206,206,Oración,S,Noqa wawqeywan pukllani,Yo juego con mi hermano,NEUTRAL
N207,207,Oración,S,"Waraqoq khishkan chakiyman haykuruwan, ama hina kaspa orqorukuway",Una espina del cactus se me ha introducido en el pie. Por favor extráemelo.,NEUTRAL
N208,208,Oración,S,Paymi maqawaran,Él me pegó,NEUTRAL
N209,209,Oración,S,Qhelqay imayna rimayniykikunata.,Escribe tus argumentos,NEUTRAL
N210,210,Oración,S,Mamaymi wayk´uyta yachachiwan,Mi mamá me enseña a cocinar,NEUTRAL
N211,211,Oración,S,Pisi kachiyuq kisuqa p’oshquyanmi,El queso preparado con poca sal se avinagra,NEUTRAL
N212,212,Oración,S,Kaypiqa nishutan chirin,Aquí hace mucho frío,NEUTRAL
N213,213,Oración,S,Mikhunata khuchiman wikch’uykuy,Tirale comida al chancho!,NEUTRAL
N214,214,Oración,S,Qella warmakunaqa millayllatañan seq'eta ruwarusqaku,Los niños ociosos hicieron dibujos feos,NEUTRAL
N215,215,Oración,S,Ñankunapi tiyaq runakuna chaka ukhupi puñunku sapa tuta.,Los indigentes duermen debajo de los puentes todas las noches.,NEUTRAL
N216,216,Oración,S,Llaqtamanmi seqaykapunku,Se fueron hacia el pueblo,NEUTRAL
N217,217,Oración,S,Llapallan aylluntinmi sarata waqaychanku,Toda la familia está entrojando el maíz,NEUTRAL
N218,218,Oración,S,"Manan qhepata kutiyta atikunñachu, ichaqa allin ñawpaqman puriytan tarina. ","Ya que es imposible volver atrás, se debe encontrar la mejor manera de seguir adelante.",NEUTRAL
N219,219,Oración,S,Mana kachiyuq lecheqa miskhk'illañan,La leche sin sal es muy rico,NEUTRAL
N220,220,Oración,S,Asnuyki qaparqachayshan,Tú burro está rebuznando,NEUTRAL
N221,221,Oración,S,Unuqa ancha allinmi kurpunchispaq hinallataq qhalilla kananchispaq,El agua en bueno y saludable para nuestro cuerpo,NEUTRAL
N222,222,Oración,S,Muyu muyu wayraqa hallp´ata huqarispa q’oshñitaraq hatarichin,El remolino levantando la tierra produce polvo,NEUTRAL
N223,223,Oración,S,Maqaytan munawanchis,Nos quieren pegar,NEUTRAL
N224,224,Oración,S,Ayataqa nishuta waqayuspan aparqapunku,Llorando mucho se llevaron al cadáver,NEUTRAL
N225,225,Oración,S,Hatun mankaman hich'ay unuta hinaspa astawan apamuy,"Vacía el agua a la olla grande, luego trae más agua",NEUTRAL
N226,226,Oración,S,"Sichus pipas llipsi nispa waqhasunki, yanqallamanta kallpayki ñawpaqman lloqsiyta chinkachinki.","Cuando alguien te llama débil, de repente pierdes fuerza y entusiasmo para continuar la lucha contra la adversidad.",NEUTRAL
N227,227,Oración,S,Phiña  papallata mikhunki chayqa wiksaykin qolqolyan,"Si comes solamente papa amarga, te suelta el estómago.",NEUTRAL
N228,228,Oración,S,Puna runakunaqa llama kunkamanta husut´ayuqmi puriranku,Los pobladores de las punas solían caminar con sandalias hechos de cuero del cuello de las llamas.,NEUTRAL
N229,229,Oración,S,¿Pitaq chay t’ikakunatari t´iraran?,Quién arrancó esas flores?,NEUTRAL
N230,230,Oración,S,Imaymanatan llapan atisqayta ruwashani mana nishuta oqllarunaypaq.,Estoy haciendo todo lo que puedo para no abrazarlo muy fuerte.,NEUTRAL
F001,1,Palabra,W,Kuchuna,Cuchillo,TEMEROSO
F002,2,Palabra,W,Huk’ucha,Ratón,TEMEROSO
F003,3,Palabra,W,Chinkakuq,Fugitivo,TEMEROSO
F004,4,Palabra,W,Muchuy,Miseria,TEMEROSO
F005,5,Palabra,W,Yawarchasqa,Ensangrentado,TEMEROSO
F006,6,Palabra,W,K’irisqa,Herido,TEMEROSO
F007,7,Palabra,W,Kanasqa,Quemado,TEMEROSO
F008,8,Palabra,W,Huchasqa,Sentencia,TEMEROSO
F009,9,Palabra,W,Amaru,Serpiente,TEMEROSO
F010,10,Palabra,W,Añas,Zorrino,TEMEROSO
F011,11,Palabra,W,Apasanka,Tarántula,TEMEROSO
F012,12,Palabra,W,Siphiyay,Penumbra,TEMEROSO
F013,13,Palabra,W,Chhullunku,Escarcha,TEMEROSO
F014,14,Palabra,W,Ch'oque,Lechuza,TEMEROSO
F015,15,Palabra,W,Apu,Cerro sagrado,TEMEROSO
F016,16,Palabra,W,Chakata,Cruz,TEMEROSO
F017,17,Palabra,W,Waka,Vaca,TEMEROSO
F018,18,Palabra,W,Michiq,Pastor,TEMEROSO
F019,19,Palabra,W,Qasa,Helada,TEMEROSO
F020,20,Palabra,W,Sasachaykuna,Problemas,TEMEROSO
F021,21,Palabra,W,Ñawrayupa,Matematica,TEMEROSO
F022,22,Palabra,W,Onqoykuna,Enfermedades,TEMEROSO
F023,23,Palabra,W,Warmiyuq,Casado,TEMEROSO
F024,24,Palabra,W,Suwa,Ladron,TEMEROSO
F025,25,Palabra,W,Aya,Cadaver,TEMEROSO
F026,26,Palabra,W,Wañuchinapaq hampi,Veneno,TEMEROSO
F027,27,Palabra,W,Runa sipiq,Asesino,TEMEROSO
F028,28,Palabra,W,Qolqe,Dinero,TEMEROSO
F029,29,Palabra,W,Chakachikuy,"Atorarse, Ahogarse",TEMEROSO
F030,30,Palabra,W,Hucha,Pecado,TEMEROSO
F031,31,Palabra,W,Chuchu,duro,TEMEROSO
F032,32,Palabra,W,Wañuy,Morir,TEMEROSO
F033,33,Palabra,W,Yawar,Sangre,TEMEROSO
F034,34,Palabra,W,Chhapchiy,Sacudir,TEMEROSO
F035,35,Palabra,W,Ashkha,Harto,TEMEROSO
F036,36,Palabra,W,Khatatatay,Tiembla,TEMEROSO
F037,37,Palabra,W,Khishka,Espina,TEMEROSO
F038,38,Palabra,W,Aqo-Aqo,Arenal,TEMEROSO
F039,39,Palabra,W,K'uchunay,Arrinconar,TEMEROSO
F040,40,Palabra,W,T’oqona,"Perforador, Alizna",TEMEROSO
F041,41,Palabra,W,Chakitaklla,Chaquitaclla,TEMEROSO
F042,42,Palabra,W,Wirayay,Engordar,TEMEROSO
F043,43,Oración,S,Chay runa karunchakushan,Ese hombre se está alejando,TEMEROSO
F044,44,Oración,S,Kachamuwaran willanaypaq,Me envió para avisarle,TEMEROSO
F045,45,Oración,S,Wasiymanta lloqsimurani,Salí de mi casa,TEMEROSO
F046,46,Oración,S,Mamayki waqyamushasunki,Tú mamá te está llamando,TEMEROSO
F047,47,Oración,S,Kukuchikuna runakunata manchachin,Los fantasmas asustan a la gente,TEMEROSO
F048,48,Oración,S,Ama maqawaychu,No me pegues,TEMEROSO
F049,49,Oración,S,Taytaykimansi willanki,Dice que avises a tu papá,TEMEROSO
F050,50,Oración,S,Pablopiwanmi hamusqa,Había venido con Pablo,TEMEROSO
F051,51,Oración,S,Qanpas hamunaykin,Tú también debes de venir,TEMEROSO
F052,52,Oración,S,Institutopi yachaqaqkunaqa tocaspan takinku,Los alumnos del Instituto cantan tocando,TEMEROSO
F053,53,Oración,S,Maqaytan munawanchis,Nos quieren pegar,TEMEROSO
F054,54,Oración,S,Nishu phuyusqa kashan,Está muy nublado,TEMEROSO
F055,55,Oración,S,Ashkha tullukunata mach'aypi rikurani,Vi muchos huesos en una cueva,TEMEROSO
F056,56,Oración,S,Mana uyariykichu,No te escucho,TEMEROSO
F057,57,Oración,S,Chiri wayra wayramushan,Un viento frío está soplando,TEMEROSO
F058,58,Oración,S,Qayna p´unchaw  chayamuran,Ayer llegó,TEMEROSO
F059,59,Oración,S,Mana chay runata reqsinichu,No reconozco a ese hombre,TEMEROSO
F060,60,Oración,S,Pay ashkha qolqeyuq,Él tiene mucho dinero,TEMEROSO
F061,61,Oración,S,Paywanmi qhatuna wasipi tuparani,Me encontré con él en el mercado,TEMEROSO
F062,62,Oración,S,Michi q'onchalawpi puñushan,El gato está durmiendo al lado del fogón,TEMEROSO
F063,63,Oración,S,Paykuna qhawaranku,Ellas miraron,TEMEROSO
F064,64,Oración,S,Puñuq masiyki wañurapun,Con quien duermes se ha muerto,TEMEROSO
F065,65,Oración,S,"Pedro, chay runata qhaway","Pedro, mira esa persona",TEMEROSO
F066,66,Oración,S,Paqarinmi k´ita qowi hap'iq risunchis,Mañana iremos a cazar cuyes silvestres,TEMEROSO
F067,67,Oración,S,Uywakunataqa warak´awanmi michina,El ganado siempre se pastorea utilizando la honda,TEMEROSO
F068,68,Oración,S,Mana allinta samaspaqa apurayllan wañurapunchisman,Si no respiramos aire podemos morir en menos de un minuto.,TEMEROSO
F069,69,Oración,S,Kawallupi sillakuqtiymi chakaykuna susunkharapun.,Cuando cabalgo se me adormecen las piernas.,TEMEROSO
F070,70,Oración,S,Chaka tulluymi nanawan͘,Me duele el ilşaco.,TEMEROSO
F071,71,Oración,S,Raqra mankamantaqa sut'u sut'upin  leche tukurakapun,De la olla rajada gota a gota se ha terminado la leche.,TEMEROSO
F072,72,Oración,S,Paqarinmi chay mawk'a wasita thuñichisun,Mañana derribaremos esa casa vieja.,TEMEROSO
F073,73,Oración,S,"Huk k'amikuymi kan ""toqro uma""","Hay un insulto que dice “cabeza de calabaza""",TEMEROSO
F074,74,Oración,S,May hawapipas rumiqa kallanpuni.,En cualquier lugar siempre hay piedras.,TEMEROSO
F075,75,Oración,S,Sasachakuypin kashani,Tengo un problema,TEMEROSO
F076,76,Oración,S,Qanqa wañuy patanpin kashanki,Usted está en peligro de muerte,TEMEROSO
F077,77,Oración,S,Llapayku manchakuyku,Todos le tenemos miedo,TEMEROSO
F078,78,Oración,S,Ayatan tariruyku,Encontramos un cadáver,TEMEROSO
F079,79,Oración,S,Kayllanpin yawar kashan,Hay sangre cerca,TEMEROSO
F080,80,Oración,S,Kinsamantan suwaruwanku,Me asaltaron entre tres.,TEMEROSO
F081,81,Oración,S,Suwaqa kuchunantinmi kasqa,El ladrón tenía un cuchillo,TEMEROSO
F082,82,Oración,S,Alqoqa waqtawanmi chakarachikusqa,El perro se había atorado con una costilla,TEMEROSO
F083,83,Oración,S,K'iriyki kaqmanta kicharirukun,Mi herida volvió a abrirse,TEMEROSO
F084,84,Oración,S,Uña alqoypa mamanqa wañurapunmi,La madre de mi perrito se murió.,TEMEROSO
F085,85,Oración,S,"K'uychichay p'unchawtaqa hamunki, qonqaruwaqtaq","El día sábado tienes que venir, no vayas a olvidarte.",TEMEROSO
F086,86,Oración,S,Akatanqaqa tarpuy wichaypin rikhurimun,El escarabajo reaparece abunda en épocas de sembrío.,TEMEROSO
F087,87,Oración,S,"Watukuq runatataq allqu hap’irunman, ¡Amachay!","Cuidado que el perro muerda al visitante, ¡defiéndelo!",TEMEROSO
F088,88,Oración,S,¡Wasiyta nina ruphashan yanapawaychis!,"¡ayudenme, mi casa se esta encendiando!",TEMEROSO
F089,89,Oración,S,Usqulluqa tutan wasikunata wallpa suwakuq rin,El gato montés va de noche a las casas a robar gallinas.,TEMEROSO
F090,90,Oración,S,"Wawatataq chirirunman, llikllawan p´istuy","Pueda ser que este niño se resfríe, ¡envuélvelo con la manta!",TEMEROSO
F091,91,Oración,S,Maqt’a taripaptinsi p’asñaqa rumiwan ch’aqikamun,La muchacha empezó a apedrear al mozo en cuanto lo alcanzó,TEMEROSO
F092,92,Oración,S,Chiri hawas mikhuyqa ch’unchullninchista khipuchin,Las comidas frías de habas producen oclusión intestinal,TEMEROSO
F093,93,Oración,S,"Sinchita ch’akirin, awkikunatach ari phiñachinku","Hay mucha sequía, seguramente han ofendido a los espíritus de los cerros",TEMEROSO
F094,94,Oración,S,"Allinta chiwchita qhawaychis, ankataq aparunman",¡Cuíden bien a los pollitos! No vaya a llevárselos el águila!,TEMEROSO
F095,95,Oración,S,"Hanaq pachaqa wichaypi, nina rawraqtaq uraypi",El cielo está arriba y el “inĮerno” está abajo,TEMEROSO
F096,96,Oración,S,T'ipanawan llikllaykita allinta hap'ichiy,Asegura tu mantita con el prendedor,TEMEROSO
F097,97,Oración,S,Thoqayniymi haya ima llakichá  hap'iwanqa,Tengo la saliva amarga͗ qué preocupaciones tendré,TEMEROSO
F098,98,Oración,S,Wawaqa ruphaypi puñurusqa kunanqa ruphapakuycha hap'irunqa,"La niña se había dormido en el sol, y ahora tiene una alta Įebre",TEMEROSO
F099,99,Oración,S,Mana hampisqa k’irinchisqa qhellimanta q’eyachan,En una herida sin curar y con suciedad seguro ha de formarse pus,TEMEROSO
F100,100,Oración,S,Ch'isi tutan yachay wasipa qhawanankunata p'akirusqaku,Anoche habían roto los vidrios de la institución educativa,TEMEROSO
F101,101,Oración,S,Ninkun huk qella maqt'atas usa tukurapusqa,Cuentan que a un joven ocioso se lo comieron los piojos,TEMEROSO
F102,102,Oración,S,¡Alqoykita qatiy! runatataq kanirunman,¡Aleja tu perro! No vaya a ser que muerda a la gente,TEMEROSO
F103,103,Oración,S,Kiha churaqmi hamuni,He venido para poner una denuncia /queja,TEMEROSO
F104,104,Oración,S,Wallawan rimayta munani,Deseo hablar con el Policía.,TEMEROSO
F105,105,Oración,S,Wawaqa hamp’atu hinaraqmi urmaykamun,El bebé se cayó como un sapo.,TEMEROSO
F106,106,Oración,S,Leqleqaqa atoqta rikuspas anchata waqan,Dicen que el ave centinela grita cuando ve al zorro.,TEMEROSO
F107,107,Oración,S,Huklawkunapiqa wakakunaqa lachu mikhusqa qochaman haykunku,En algunos lugares las vacas entran a las lagunas a comer llacho.,TEMEROSO
F108,108,Oración,S,Wik´uñaqa alqotas p'itaspa llallin,La vicuña le gana en correr al perro.,TEMEROSO
F109,109,Oración,S,Q'ala chakillan rumi ruminta puriyta manchakuni,Siento miedo de caminar descalzo por una vía pedregoza.,TEMEROSO
F110,110,Oración,S,Chay yawarniyki wañusqaqa chika chikallanmantan chinkapunqa,Ese tu coágulo de sangre desaparecerá poco a poco.,TEMEROSO
F111,111,Oración,S,¡Imacha chay wasiqa!,¡Qué será esa habitación!,TEMEROSO
F112,112,Oración,S,"¡Imatataq millayta ch’aqwanki, manachu runatapas manchakunki!",¡Qué feo discutes! ¡No tienes ni miedo a la gente!,TEMEROSO
F113,113,Oración,S,¿Hak´ataq katitu AC tupun?,¿Cuánto mide el cateto AC?,TEMEROSO
F114,114,Oración,S,Ch’usiq qapariptinqa ima llakipas kallanpunim,"Si ulula la lechuza, es señal de mal augurio",TEMEROSO
F115,115,Oración,S,Mana waqaychakuspalla pukllaqtinchisqa urmayusunmanmi,"Si jugamos sin cuidado, podemos caernos",TEMEROSO
F116,116,Oración,S,Kay pachapiqa tukuy imapas kuyunmi,"En este mundo, todo se mueve",TEMEROSO
F117,117,Oración,S,Manan allinchu kanman tutakuna puriyqa,No es aconsejable caminar en las noches oscuras,TEMEROSO
F118,118,Oración,S,Taytaymi makiyman huk challwata churaykamun,Mi padre puso un pez en mis manos,TEMEROSO
F119,119,Oración,S,Wakin t'oqokunaqa nishu ukhun,Algunas cavernas son muy profundas,TEMEROSO
F120,120,Oración,S,Warmakunaqa tutayaypi puriytan anchata manchakunku,Los niños tienen mucho miedo de caminar en la oscuridad,TEMEROSO
F121,121,Oración,S,Orqo patakunaqa phuyusqallapunin kashan,La cima de los cerros casi siempre está cubierta de neblina,TEMEROSO
F122,122,Oración,S,Tarukaqa ñawin kichasqallan puñun,El venado duerme con los ojos abiertos,TEMEROSO
F123,123,Oración,S,Qespiqa chunkaman p'akisqan rikhurirun,El espejo apareció quebrado en diez pedazos,TEMEROSO
F124,124,Oración,S,Tukulla chay chaypi tuta puñun,Sólo el buho duerme por ahí,TEMEROSO
F125,125,Oración,S,Noqaykuqa hampi qorakunallawanmi hampikurayku,Nosotros nos curábamos solamente con hierbas,TEMEROSO
F126,126,Oración,S,Llapallankun llaqtaman rishanku,Todos están yendo al pueblo,TEMEROSO
F127,127,Oración,S,Chay erqekunaqa qaraywa hinan kumparayasharanku,Esos dos niños estaban echados como lagartos,TEMEROSO
F128,128,Oración,S,Wayra muyuqa manan khaynaqa kay llaqtapiqa kanchu,El viento remolino no es común en estos pueblos,TEMEROSO
F129,129,Oración,S,Yaqa huk killañan onqoywan kashani,Hace ya más de un mes que estoy enfermo,TEMEROSO
F130,130,Oración,S,Uturunkuqa sach’akunamanpas siqanmi,El jaguar trepa los árboles,TEMEROSO
F131,131,Oración,S,Nina rawrayqa ukhu pachapin,El “infierno” está abajo,TEMEROSO
F132,132,Oración,S,Wakamayuqa runa hinan qatipakuspa rimarin,El papagayo imita hablar casi como otras personas,TEMEROSO
F133,133,Oración,S,Runaqa wamp’upi huk llaqtamanta wak llaqtaman rin,La gente se traslada de un pueblo a otro en botes,TEMEROSO
F134,134,Oración,S,Kay uywaqa mana ashka millmayuqmi,Este animal tiene poca lana,TEMEROSO
F135,135,Oración,S,Camionqa runakunantinmi qaqaman pasaykun,El camión se cayó con sus pasajeros al río,TEMEROSO
F136,136,Oración,S,Wik’uñaqa Pacha Mamaq uywanmi,La vicuña es el ganado de la Madre Tierra,TEMEROSO
F137,137,Oración,S,Mamayqa makiypi t'ipi t'ipillan awayta yachachiwan,Mi madre me enseñó a tejer pelizcándome en las manos,TEMEROSO
F138,138,Oración,S,Kay llank'ayqa kikin yawarninchismi,Este es el trabajo de nuestra sangre,TEMEROSO
F139,139,Oración,S,Chayaqtiykuqa ñan pampapiña kashasqa,Cuando llegamos ya estaban en el piso.,TEMEROSO
F140,140,Oración,S,Runaqa anchatan mancharikun,El hombre se asustó demasiado.,TEMEROSO
F141,141,Oración,S,Alqoqa kanikuspan tuta runata muyurin,El perro rodea al ganado ladrando cada noche.,TEMEROSO
F142,142,Oración,S,Chay p'ukutaqa alqon llaqwasharan,El perro estaba lamiendo ese plato.,TEMEROSO
F143,143,Oración,S,Titi misiqa ch’umpi oqe.,El gato montés es de color café plomizo.,TEMEROSO
F144,144,Oración,S,Imapas mana allin yuyaymunasqaqa chinkaripullanmi,en cambio cualquier cosa sin fundamento se desvanece.,TEMEROSO
F145,145,Oración,S,Allin cimentasqa wasiqa manan urmaykunchu,Las casas con buena cimentación no se derrumban,TEMEROSO
F146,146,Oración,S,Hatun p´uyñukunan kashanman,Puede haber tinajas grandes,TEMEROSO
F147,147,Oración,S,Chay pomochapi hampitaqa aytirispan upyana,La medicina de ese pomito hay que tomarla agitándola.,TEMEROSO
F148,148,Oración,S,Alqo hamuqtinqa rumiwan p'ananki,Si viene el perro le arrojas con piedras.,TEMEROSO
F149,149,Oración,S,Chay suwa wallpaqa choqllotan t'oqpirusqa,Esa gallina ladrona había picoteado el choclo.,TEMEROSO
F150,150,Oración,S,Kay uraskamachu ch’achara umantin kanki,Hasta estas horas estás con el cabello desgreñado.,TEMEROSO
F151,151,Oración,S,¿Maypitaq tiyan chay ch’aska ñawi sipasri?,¿Dónde vive esa señorita de pestañas erizadas?,TEMEROSO
F152,152,Oración,S,Qoritaqa mayupi aqopin aytispan tarikun,El oro en polvo se consigue relavando la arena de los ríos.,TEMEROSO
F153,153,Oración,S,Tuyaykuytaqa kikillanmi wakaqa wasiman kutipun,Al anochecer el ganado de por sí retorna a la casa,TEMEROSO
F154,154,Oración,S,Sipasqa sapallansi ch’ukllanmanta chitanta qhawan.,Dicen que la muchacha sola velaba sus ovejas desde su choza.,TEMEROSO
F155,155,Oración,S,P’achapi ch’iyataqa t’impuchispan wañuchina.,Las liendres se matan hirviendo la ropa infestada.,TEMEROSO
F156,156,Oración,S,Nak’asqa wallpaq kunkanmanta yawarqa ch’ikllimuran,La sangre de la gallina degollada sale a borbotones.,TEMEROSO
F157,157,Oración,S,Mana allin allwisqa llikllaqa ch’ullpasapam lloqsin.,Las mantas mal urdidas salen con las esquinas disparejas.,TEMEROSO
F158,158,Oración,S,¿Maypitaq unucha kanman?,¿dónde habrá agua?,TEMEROSO
F159,159,Oración,S,Noqaqa kani Kiswar Pampa ayllumanta͘,Yo soy de la comunidad de Kishuar Pampa,TEMEROSO
F160,160,Oración,S,"Runaqa ch’uyapi kawsakuna, mana piwan cheqninakuspa.",La gente debe vivir limpia de toda culpa y sin odio,TEMEROSO
F161,161,Oración,S,Chay alqoykiqa wak t’oqomanmi uñankunata astarqusqa͘,Esa tu perra habşa trasladado sus crşas a otra madriŐuera.,TEMEROSO
F162,162,Oración,S,Hamak’uqa uywakunaq yawarninta ch’unqaspa tulluyachin.,La garrapata enflaquece a los animales chupándoles la sangre,TEMEROSO
F163,163,Oración,S,Mana pichasqa wasipi tiyaq wallpaq k’akaranpiqa yanaraq ithapas tiyaykusqa.,En la cresta de las gallinas que viven en casas sucias se alojan muchos pulgones.,TEMEROSO
F164,164,Oración,S,Wawakunaqa abejaq mishk'intan orqomunku,Los niños recogen miel de abeja de los panales.,TEMEROSO
F165,165,Oración,S,Misk’i yawarniyuq runakunas llakuntaqa q’aymallataraq mikhunanku.,Los diabéticos deben consumir llacón no muy maduro.,TEMEROSO
F166,166,Oración,S,Tunas raphipi tiyaq uruchawanqa ñawray puka llimp’ikunata tullpunku.,Con el insecto de la tuna llamado cochinilla se tiñe toda la gama del rojo.,TEMEROSO
F167,167,Oración,S,Yawarta thoqaq runaqa tisi onqoywanmi kashan,La persona que al toser esputa sangre seguro que tiene la tuberculosis.,TEMEROSO
F168,168,Oración,S,Q’ayma yawarniyuq runaqa sut’illa q’ello q’ello uyayuq.,La gente anémica es fácil de reconocerla. Ellos tienen la cara de color amarillento.,TEMEROSO
F169,169,Oración,S,Chay runaqa yawar masiymi,Esa persona es mi pariente,TEMEROSO
F170,170,Oración,S,Atoq supayqa huk p’asñachatas q´oturusqa,Dicen que el zorro endemoniado había engañado a una muchachita,TEMEROSO
F171,171,Oración,S,Payqa mamaypa sullk’a kakanmi.,El es el tio menor de mi madre.,TEMEROSO
F172,172,Oración,S,"Chay uñaqa waqrakunmi, sumaqllata apamunki","Esa vaquillona suele cornear, vas a arrear con cuidado",TEMEROSO
F173,173,Oración,S,Manan desodorantita oqariranchu paypa asnaynillantan munaran.,No usó desodorante porque le gustaba su olor natural.,TEMEROSO
F174,174,Oración,S,"Manan yachanichu imanaqtinmi, musqhoyniykunaqa manan cheqtachu ruwakun.","No sé por qué, pero mis sueños nunca se hacen realidad.",TEMEROSO
F175,175,Oración,S,"Huk qhopo kurpunchispi hatariqtinqa, llapan kurpumanmi mirarinqa.","Un tumor que se desarrolla dentro de nosotros, comenzará a extenderse por todo el cuerpo.",TEMEROSO
F176,176,Oración,S,,La indiferencia a menudo es más dañina que la antipatía abierta.,TEMEROSO
F177,177,Oración,S,"Unaymi yaqa kushka tiyarayku, mana nishutachu tarinakuspa.","Hemos estado viviendo uno al lado del otro por algún tiempo, sin encontrarnos con demasiada frecuencia.",TEMEROSO
F178,178,Oración,S,"Lloq´e makipi susunkhay, sonqo phatakiy qallariymi kanman.","Un estremecimiento en la mano izquierda, podría ser el primer síntoma de un ataque al corazón.",TEMEROSO
F179,179,Oración,S,"Karru urmasqanpin qosan wañuran, chaymi Klara mana karruta apayta atinchu.","Dado que su marido murió en un accidente automovilístico, Klara no puede manejar.",TEMEROSO
F180,180,Oración,S,"¡Haqay tutapi, pay wañusqa aychakunata mikhushasqa!","¡Allí en la noche, el estaba comiendo carne de cadáveres!",TEMEROSO
F181,181,Oración,S,Kamachikuq sapanga karrupi puriq runakunata waqhasqa manañan hayk´aqpas kutimusqakuñachu. ,El personal llamó a cada uno de los pasajeros y ya no regresaron jamas.,TEMEROSO
F182,182,Oración,S,Chunka phishqayuq erqe kinkin hisp´ana wasinpi seq´orukusqa.,El niño de 15 años se ahorcó en la ducha en su propio baño.,TEMEROSO
F183,183,Oración,S,Machasqa runa tranvía nisqaman waykuqtin pasaqta asnasqa.,El borracho que entró en el tranvía emitió un olor terrible.,TEMEROSO
F184,184,Oración,S,Machasqa runa pasaqta maqasqa chunka ishkayniyuq warmi erqeta runakunaq pasanan ñanpi.,El hombre borracho golpeó fatalmente a una niña de siete años en el cruce peatonal.,TEMEROSO
F185,185,Oración,S,"Ch´eqmiqa mayqin runaq kawsaynintapas tukurachinmanmi, mana huchayuq kaqtapas.","Un rumor puede acabar con la carrera de cualquiera, incluso si no es culpable.",TEMEROSO
F186,186,Oración,S,"Hawa runakunaq karrunkuna urmayusqan qhepamanqa, runakunaq qapariyninmi uyarikuran. ","Después de la catástrofe de autobuses turísticos, se podían escuchar los gritos de las víctimas.",TEMEROSO
F187,187,Oración,S,"Urmaykusqay qhepamanqa, waqtanniy tullu p´akisqa, ishkaynin wich´uy, umay p´akisqa kasqa.","Después del accidente, me diagnosticaron una fractura espinal, ambas tibias rotas y una fractura de cráneo.",TEMEROSO
F188,188,Oración,S,"Manan huk simanapi maqchikusqachu, imachá pasasqa.","No se había bañado en una semana, algo estaba pasando.",TEMEROSO
F189,189,Oración,S,Droga qhatuyqa mafiaq  allin qhawasqanmi kashan ashkha runaq kawsaynintan pantachin.,El contrabando de drogas está completamente controlado por la mafia y ha arruinado la vida de muchas personas.,TEMEROSO
F190,190,Oración,S,Pasaq millaypunin manan pimanpas qokunchu maqanakuypi runakunaq wañusqan.,Es aterrador que básicamente a nadie le importe las víctimas inocentes de la guerra.,TEMEROSO
F191,191,Oración,S,Wañuyniypa yuyaynin qatipawan.,La conciencia de mi propia muerte me persigue.,TEMEROSO
F192,192,Oración,S,"Sarataq apiyarunman, apuraylla imawanpas taparuy","Ese maíz puede mojarse, tápalo por favor con algo",TEMEROSO
F193,193,Oración,S,Ayataqa aya p’ampana pampamanñam apapunku,El cadáver ya lo llevaron a la pampa del cementerio,TEMEROSO
F194,194,Oración,S,¿Sipisqachu wañun icha ima sasachaypichu wañun?,¿Ha sido un homicidio o un accidente?,TEMEROSO
F195,195,Oración,S,"Pedro Ordoñezta, maqawasqanmanta denuncia churayta munani",Quiero denunciar a Pedro Ordoñez por agresión,TEMEROSO
F196,196,Oración,S,¿Hayk'a qolqetan suwakuranku?,¿Cuánto dinero le fue sustraido?,TEMEROSO
F197,197,Oración,S,¿Hayk'aqtaq suwakusqanta watupakuran?,¿Cuándo se dio cuenta del hurto?,TEMEROSO
F198,198,Oración,S,Wasiyman chayaspanan yachakurani,Me di cuenta cuando llegué a mi casa,TEMEROSO
F199,199,Oración,S,Ishkay mama reqsisqan lliwta rikusqa,Dos mujeres desconocidas vieron todo,TEMEROSO
F200,200,Oración,S,Mana imatapas pakanichu hampiq,No escondo nada doctor,TEMEROSO
F201,201,Oración,S,"Ari, qosaymi niwan ama imatapas ninaypaq","Sí, mi esposo me ha dicho que no diga nada",TEMEROSO
F202,202,Oración,S,Tapunqakun imaynas kasqanta willananpaq,Le harán preguntas para que explique lo que sucedió,TEMEROSO
F203,203,Oración,S,¿Suwakuna imayna kasqanta ninkimanchu?,¿Puede describir a los ladrones?,TEMEROSO
F204,204,Oración,S,¿Imaynataq hatun taytan p'achasqa karan?,¿Cómo estaba vestido su abuelo?,TEMEROSO
F205,205,Oración,S,Paña makinpi k'illa kachqa,Tenía una cicatriz en el brazo derecho,TEMEROSO
F206,206,Oración,S,Hukninmi kuraq hinallataq wira karan,Uno era mayor y más gordo.,TEMEROSO
F207,207,Oración,S,¡Ususiytan qosan maqarapuran!,¡Mi hija ha sido agredida por su esposo!,TEMEROSO
F208,208,Oración,S,"P’achaykipas, sapatupas, makillaykipi kachun.","Tenga a la mano ropa, zapatos",TEMEROSO
F209,209,Oración,S,¿Kanchu mayllamanpas ripunaykipaq?,¿Tiene usted otro lugar a dónde ir?,TEMEROSO
F210,210,Oración,S,¿Wasiykimanta lloqsinanta munankichu?,¿Quiere usted que se vaya de su casa?,TEMEROSO
