qc,sp
"Galleta base: 

Galletakunataqa Ziploc bolsaman churaspa, rodillowan yanapachikuspa ñut’una, polvoman tukunankama.
Huk mankapi ñut’u galletakunata churaspa chullusqa mantequillata churana. Chaqrunchik.
Moldeta aceitewan wirachispa, basenpi pergamino papelta churaspa aceiteta mast’ariy.
Galleta masata moldeman yapaspa tukuy imapas ancha compacto kanankama mastariy. Suyachiy.
Relleno: 
Huk mankapi queso crema nisqataqa churaspa maqchiy. Chaymanqa yuraq asukarta yapaykusun, hinaspataq maqchiyta hinalla. Mana wakichisqa hak’uta, kachita, limón rakhuta, naranja rakhuta ima churana. Chaqruy.
Chay uhukunata, unidad de yema nisqatapas yapayku. Chaqrunchik. Vainillatapas, crema agriatapas yapayku. Chaqruyku hinaspa reservayku.
Queso torta moldeta aluminiomanta hojaman churaspayku lineayku.
Chay hunt’achiyta moldeman yapay.
Chay moldeta huk hatun moldeman churaspa bain-marie nisqaman churay.
150°C nisqapi 1 2 horasta yanuna.
Huk kuti yanusqaña kaptinqa, hornopi chiriyananpaq saqiy.
Plásticowan tapaspa 6 horallapas samananpaq saqiy.
Jam:

Chay fresakunataqa cuñakunaman kuchuspa.
Huk mankapi fresakunata ruphayman apamuspa yuraq asukarta, limón jugota, yakuta ima churana. Jarabeta tarinaykukama chaqruyku.
Tukuy fresakunawan chaqruna.
Chay queso tortata moldemanta hurquspa chay mermeladata queso tortaman churay.
Kuchuy hinaspa kusikuy.","Base de galletas:

Colocar las galletas en una bolsa ziploc y aplastarlas con la ayuda de un rodillo hasta que estén polvo.
Colocar las galletas molidas en un bol y agregamos la mantequilla derretida. Mezclamos.
Untar el molde con aceite, colocar papel manteca en la base y untar de aceite.
Agregar la masa de galleta en el molde y extenderla hasta dejar todo bien compacto. Reservar.
Relleno:

Colocar el queso crema en un bol y batir. Agregamos el azúcar blanca y seguimos batiendo. Añadir la harina sin preparar, sal, ralladura de limón y ralladura de naranja. Mezclar.
Agregamos los huevos y la unidad de yema. Mezclamos. Agregamos la vainilla y la crema agria. Mezclamos y reservamos.
Colocamos el molde de cheesecake sobre papel aluminio y lo forramos.
Agregar en el molde el relleno.
Colocar el molde sobre otro molde más grande y lo ponemos a baño maría.
Llevar a hornear a 150 °C entre 1 a 2 horas.
Una vez horneado dejar enfriar dentro del horno.
Cubrir con papel film y dejar reposar por unas 6 horas mínimo.
Mermelada:

Cortar las fresas en gajos.
Llevar las fresas al fuego dentro de una olla, agregar el azúcar blanca, jugo de limón y agua. Mezclamos hasta obtener un almíbar.
Mezclar con fresas enteras.
Retirar el cheesecake del molde y colocar la mermelada sobre el cheesecake.
Cortar y disfrutar."
"Lomotaqa kimsa centimetro sayayniyuq llimp’ikunaman kuchuspa.
Huk sartenpi aceiteta ruphaykachispa pichqa minutu aychata q’illuyachina. Kachiwan, pimientawan timpuchispa hurquy.
Chay kikin sartenpi añuta, ch’uñuta, chilitapas chawpi ninapi kimsa minutu rawrachina. Chaymanqa tomate, vinagre, Worcestershire hinaspa soya salsas nisqakunata yapaykusun hinaspa iskay minututa yanuna, salteado. Aychata yapamanta yapaykusun, chaqruspa ninamanta hurquna.
Cilantrowan haywarina, arrozwan, papas fritaswan ima.","Corte el lomo en tiras de tres centímetros de largo.
Caliente el aceite en una sartén a fuego alto y dore la carne por cinco minutos. Sazone con sal y pimienta y retire.
Fría en la misma sartén a fuego medio el ajo, la cebolla y el ají por tres minutos. Agregue el tomate, el vinagre, las salsas inglesa y de soya y cocine salteando por dos minutos. Reincorpore la carne, mezcle y retire del fuego.
Sirva con el culantro y acompañe con arroz y papas fritas."
"Challwa filetekunataqa kachiwan, pimientawan timpuchispa hak’upi dragana.
Huk sartenpi kuskan aceiteta chawpi ninapi ruphaykachispa iskaynin ladonpi filetekunata rawrachina.
Puchuq aceiteta huk mankapi chawpi ninapi ruphaykachispa huk minutu ch’uñuta rawrachina. Chaymanqa añuta, chilitapas yapaykusun, hinaspa huk minututa yanuna, kuyurichispa. Chay filetekunata churay. Perejilwan, cilantrowan, kachiwan, pimientawan ima timpuchina. Chaymanqa tomateta, vinota, limón jugota ima churana. 10 minutu pisi ninapi tapasqa yanuna.
Sudor challwata yanusqa yuccakunawan, arrozwan ima haywarina.","Sazone los filetes de pescado con sal y pimienta y páselos por la harina.
Caliente la mitad del aceite en una sartén a fuego medio y fría los filetes por ambos lados.
Caliente el resto del aceite en una olla a fuego medio y fría la cebolla por un minuto. Añada el ajo y el ají y cocine removiendo por un minuto. Coloque los filetes. Sazone con el perejil, el culantro, sal y pimienta. Añada el tomate, el vino y el jugo de limón. Cocine tapado a fuego bajo por 10 minutos.
Sirva el pescado sudado con yucas cocidas y arroz"
"Huk mankapi huk ch’aqchuy aceiteta ruphaykachispa, ch’uñuta yapaykuspa huk chhika kachiwan q’uñichiy. Ch’uñu ch’uyaña kaptinqa, ajota yapaykusun, hinaspa iskay kimsa minututawanraq q’uñichiy. Kachiwan, pimientawan, cominowan, kiru hampiwan ima, malliykusqanman hina timpuchina.
Huk kuti aderezo wakichisqaña kaptinqa, arrozta yapaykusun, hinaspataq kuyurichina, chaynapi salsawan allinta tupananpaq. Chaymanqa caldota, sarata ima hich’ay. Chaqruy. T’impuchun. Chaymantataq mankata tapaspa pisi ninapi 20 minutu yanuna. Yaqa 8 minutu manaraq pacha tukukuchkaptin, zanahoriata, guisantes nisqakunata ima yapaykusun.
Arroz yanusqaña kaptinqa ñut’uspa pimentutapas yapaykusun. Integra, estufata wañuchispa samananpaq saqiy.
Wallpa t’aqakunataqa kachiwan, cominowan, pimientawan, ñut’u ñut’u ch’uñuwan ima timpuchina. Huk ch’aqchuy aceiteta yapaykuy. Allinta llusiy.
Huk sartenpi aceiteta ruphaykachispa wallpataqa tukuy larunmanta yanunakama rawrachina.
Chay arroztaqa huertapi wallpa rawk’asqawan kuska haywarina. Arrozpa hawanman cilantrota malliykusqanman hina ch’allay. Sarsa criollawan, rocoto cremawan ima haywarina.","Calentar un chorro de aceite en una olla, agregar la cebolla y sofreírla con una pizca de sal. Cuando la cebolla esté transparente, añadir el ajo y seguir sofriendo por un par de minutos más. Condimentar con sal, pimienta, comino y palillo al gusto.
Una vez listo el aderezo, incorporar el arroz y revolver para que se integre bien con el sofrito. Echar el caldo y el choclo. Mezclar. Dejar que rompa el hervor. Enseguida, tapar la olla y cocinar a fuego bajo por 20 minutos. Unos 8 minutos antes de cumplir el tiempo, agregar la zanahoria y las arvejas.
Cuando el arroz esté cocido, granear y añadir el pimiento. Integrar, apagar la cocina y dejar reposar.
Sazonar las presas de pollo con sal, comino, pimienta y dientes de ajo chancados. Añadir un chorro de aceite. Embadurnar bien.
Calentar aceite en una sartén y freír el pollo por todos sus lados, hasta que quede cocido.
Servir el arroz a la jardinera con el pollo frito. Esparcir culantro al gusto sobre el arroz. Acompañar con sarsa criolla y crema de rocoto."
"¡Aseguray lloq’e ladopi rikuchisqa cantidadkunata utilizanaykipaq recetaykita preparanaykipaq! Hornota 200oC nisqaman gratino nisqa akllanawan ruphaykachina. Ajota qaranmanta hurquspa rallay (qhaway cantidadta ingredientekunapi). Zanahoriataqa qaranmanta hurquspa rallay. Ch’uñuta qaranmanta hurquspa iskayman rakispa uchuy kuchuman kuchuspa. Calabacínpa puntankunata hurquspa 0,5 cm phatmakunapi kuchuna.","¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! Precalienta el horno a 200ºC con la opción de gratinar. Pela y ralla el ajo (ver cantidad en ingredientes). Pela y ralla la zanahoria. Pela la cebolla, divídela en dos y córtala en daditos pequeños. Retira los extremos del calabacín y córtalo en rodajas de 0,5 cm."
"Huk sartenpi, chawpi ninapi huk ch’aqchuy aceiteta ruphaykachina. Calabacín phatmakunata kachiwan, pimientawan ima timpuchispa sapa ladonpi 2 minututa yanuna, llamp’u q’illuyanankama. Huk sartenpiqa, ajowan kuska huk ch’aqchuy aceiteta churana. Chawpi ninapi ruphaykachispa 1-2 min. Chaymanqa ch’uñuta, zanahoriata, huk chhika kachita ima churaspa 4-5 minutukunata yanuna, wakin kutipi kuyurichispa, verdurakuna llamp’uyayta qallarinankama.","En una sartén, calienta un chorrito de aceite a fuego medio. Salpimienta las rodajas de calabacín y cocina 2 min por lado, hasta que se doren ligeramente. En otra sartén, agrega un chorrito de aceite junto con el ajo. Calienta a fuego medio y cocina 1-2 min. Agrega la cebolla, la zanahoria y una pizca de sal y cocina 4-5 min, removiendo ocasionalmente, hasta que las verduras empiecen a abladarse."
"Lentejakunata ch’akichispa, ch’uñuwan, zanahoriawan ima sartenman yapay. Chawpi ninapi 2-3 min yanuna, wakin kutipi kuyurichispa. Chaymanqa kuskan tomate rawk’asqata (iskay kutita 4p) oréganotapas (qhaway cantidadta ingredientekunapi) hinaspa allinta chaqruna. 5-6 min yanuna, salsa pisi pisiyanankama. Kachiwan pimientawan gustoman hina.","Escurre las lentejas y agrégalas a la sartén con la cebolla y zanahoria. Cocina a fuego medio 2-3 min, removiendo ocasionalmente. Agrega la mitad del tomate frito (doble para 4p) y el orégano (ver cantidad en ingredientes) y mezcla bien. Cocina durante 5-6 min, hasta que la salsa se reduzca ligeramente. Salpimienta al gusto."
"Huk t’anta ruwanapaq platoq sikinmanmi huk ch’aqchuy aceiteta yapay. Huk qatata calabacín phatmakunata churaspa huk qatata verdurawan lenteja salsawan qataykusun. Chay ruwayta huk kutitawan ruway, chaymi iskay capa calabacín nisqa kanqa, huk capa final sofrito nisqataq.","Agrega un chorrito de aceite en la base de una fuente de horno. Coloca una capa de rodajas de calabacín y cubre con una capa del sofrito de verduras y lentejas. Repite el proceso una vez más, de manera que tengas dos capas de calabacín y una última capa de sofrito."
"Chay lasaña hawaman queso ralladota ch’allaykusun. Chawpi sayaypi 10-12 minutukunata yanuna, queso chullunankama. Chaykamaqa, kuskan cebollinota allinta kuchuna (iskay kutita 4ppaq).","Espolvorea el queso rallado sobre la lasaña. Hornea a media altura durante 10-12 min, hasta que el queso se gratine. Mientras tanto, pica finamente la mitad del cebollino (doble para 4p)."
"Lasaña wakichisqaña kaptinqa, hornomanta hurquspa, hawanpi cebollinota malliykusqanman hina ch’allaykusun. Calabacínmanta, lasaña lentejamanta ima porcionesta platokunapi haywarina.","Cuando la lasaña esté lista, sácala del horno y espolvorea el cebollino al gusto por encima. Sirve porciones de lasaña de calabacín y lentejas en los platos."
"¡Aseguray lloq’e ladopi rikuchisqa cantidadkunata utilizanaykipaq recetaykita preparanaykipaq! Huk mankata mana aceiteyuq chawpi ninapi ruphaykachiy. Chaymanqa avellanakunata churaspa 3 minutu tostaykusun, kuyurichispa, quriyuq kanankama. Saqispa waqaychay. Ajota qaranmanta hurquspa allinta kuchuna (qhaway cantidadta ingredientekunapi). Chalotataqa qaranmanta hurquspa kuchuna. Calabacínpa puntankunata kuchuspa largonman kuskanman kuchuspa. Chaymanta, sapa kuskanta 1cm cubos nisqaman kuchuspa.","¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! Calienta una olla a fuego medio sin aceite. Agrega las avellanas y tuesta 3 min, mientras remueves, hasta que se doren. Retira y reserva. Pela y pica finamente el ajo (ver cantidad en ingredientes). Pela y pica la chalota. Retira los extremos del calabacín y córtalo por la mitad a lo largo. Luego, corta cada mitad en dados de 1 cm."
"Mankapiqa, ajowan kuska huk ch’aqchuy aceiteta churana. Chawpi ninapi ruphaykachispa 1-2 min. Chaymanta, chalota, vinagre balsámico ima churaspa 2 minututawan yanuna. Chaymanqa calabacín nisqataqa, kachiwan, pimientawan ima timpuchispa 4-5 minututawan yanuna, wakin kutipi kuyurichispa, quriyuq kanankama, llampuyanankama. Chaymanta, 1/3 verdurakunata hurquspa huk mankapi waqaychay, 6 kaq ruwaypi llamk’achinki.","En la olla, agrega un chorrito de aceite junto con el ajo. Calienta a fuego medio y cocina 1-2 min. Luego, agrega la chalota y el vinagre balsámico y cocina 2 min más. Añade el calabacín, salpimienta y cocina 4-5 min más, removiendo ocasionalmente, hasta que se dore y ablande. Luego, retira 1/3 de las verduras y reserva en un bol, las utilizarás en el paso 6."
"Chaykamataq, huk mankachapi, caldopaq yakuta (qhaway cantidadta ingredientekunapi) chaymanta verdura caldo polvota churaspa, chawpi ninapi ruphaykachina. Mankapiqa risotto arrozta churaspa 2-3 minututawan yanuna, hukllawakunanpaq kuyurichispa, arroz chuya kayta qallarinankama. Mankapiqa iskay cuchara verdura caldota churaspa arroz caldota ch’unqanankama kuyurichina.","Mientras tanto, en un cazo, agrega el agua para el caldo (ver cantidad en ingredientes) y el caldo vegetal en polvo y calienta a fuego medio. En la olla, añade el arroz de risotto y cocina 2-3 min más, removiendo para integrar, hasta que el arroz empiece a estar transparente. En la olla, agrega dos cucharones de caldo vegetal y remueve, hasta que el arroz absorba el caldo."
"Chayta yapamanta ruwana, sapa arroz ch’unqaptin caldota yapay, arroz yanukunankama, llapa caldotataq llamk’achinaykikama. Chay ruwayqa 20-22 minutos kan, arrozqa cremoso kanan, mana ch’akichu. Chaykamataq, tupuna jarrapi, espinacata, unuta ima salsapaq churana (qhaway cantidadta ingredientekunapi) hinaspa licuadorawan 1 minutollapas chaqruna, llañu salsata tarinaykikama.","Repite el proceso agregando caldo cada vez que el arroz lo absorba, hasta que el arroz esté cocido y hayas usado todo el caldo. El proceso dura 20-22 min y el arroz debe quedar cremoso, no seco. Mientras tanto, en la jarra medidora, agrega las espinacas y el agua para la salsa (ver cantidad en ingredientes) y tritura con un túrmix al menos 1 min, hasta obtener una salsa lisa."
"4-5 minutu arroz wakichisqa kananpaq kaptin, espinaca salsata mankaman yapaspa puchuq pachata yanuna, kuyurichispa hukllanakunanpaq. Chaymanta, ninamanta hurquspa mantequillata (qhaway cantidadta ingredientekunapi) chaymanta queso pecorinota hinaspa espátulawan kuyurichiy chayta hukllawananpaq hinaspa arrozta mantequillawan churana. Kachita, pimientatapas malliykuspa allichay.

YACHASQANCHU: Mantequilla nisqaqa mikhuy yachaymi, chaypiqa wirata yapaymi, queso hinallataq/utaq mantequilla hina, risotto nisqaman chullunanpaq.","
Cuando queden 4-5 min para que el arroz esté listo, añade en la olla la salsa de espinacas y cocina el tiempo restante, removiendo para integrar. Luego, retira del fuego y añade la mantequilla (ver cantidad en ingredientes) y el queso pecorino y remueve con una espátula para integrarlo y mantecar el arroz. Prueba y rectifica de sal y pimienta.

SABÍAS QUE: Mantecar es una técnica culinaria que consiste en agregar una grasa, en forma de queso y/o mantequilla, al risotto para que quede meloso."
"Kavara quesotaqa chawpi kuchuman ñut’uy. Chay tostado avellanakunata kuchuspa. Chay espinacata, calabacín risottota ima platokunapi haywarina, chaymantataq chay pataman reservado verdurakunata yapaykusun. Chay mikhunata tukuna, chaypaqqa cabra quesota, avellana tostadota ima churana.",Desmenuza el queso de cabra en trozos medianos. Pica las avellanas tostadas. Sirve el risotto de espinacas y calabacín en los platos y agrega encima las verduras reservadas. Acaba el plato añadiendo el queso de cabra y las avellanas tostadas.
"¡Aseguray lloq’e ladopi rikuchisqa cantidadkunata utilizanaykipaq recetaykita preparanaykipaq! Huk mankachapi yakuta (qhaway cantidadta ingredientekunapi), kachita, wallpa caldo polvota ima churaspa timpuchina. Chawpi mankapi cuscúta, aceitetawan ch’aqchuy. Chay mankapi kaq caldo timpuptinqa, cuscúswan kuska mankaman yapaykusun, kuyurispataq plásticowan utaq platowan tapaykusun. Chay caldota 4-5 minututa ch’unqachun, chaymantataq kuyurichiy cuscús nisqa t’aqakunanpaq.","¡Asegúrate de utilizar las cantidades indicadas a la izquierda para preparar tu receta! En un cazo, agrega el agua (ver cantidad en ingredientes), sal y el caldo de pollo en polvo y lleva a ebullición. En un bol mediano, agrega el cuscús y un chorrito de aceite. Cuando el caldo del cazo hierva, agrégalo al bol con el cuscús, remueve y tapa con papel film o un plato. Deja que el caldo se absorba 4-5 min, luego, remueve para separar el cuscús."
"Chawpi mankapi griego yogurta Harissa q’apay chaqrusqawan chaqruna. Chaymanta, wallpa ñuñuta yapaykusun, kachiwan, pimientawan ima timpuchispa, chay chaqrusqawan qatasqa kananpaq kuyurichina. 6 kaq phatmakama marinada.

YUYARIY: Q’uñi aychata hap’ispa makiykita, wayk’unapaq imakunatapas mayllana.","En un bol mediano, mezcla el yogur griego con la mezcla de especias Harissa. Luego, agrega las pechugas de pollo, salpimienta y remueve para que queden cubiertas por la mezcla. Marina hasta el paso 6.

RECUERDA: Lávate las manos y los utensilios de cocina después de manipular carne cruda."
"Ch’uñuta qaranmanta hurquspa, kuskanman rakispa huk kuskanta (iskay kutita 4ppaq) llañu llañuman kuchuspa. Berenjenamanta saphinta hurquspa kuskanman kuchuspa, chaymantataq 0,5-1 cm kuboman kuchuspa. Ajota qaranmanta hurquspa kuchuna (qhaway cantidadta ingredientekunapi).","Pela la cebolla, divídela en dos y corta una mitad (doble para 4p) en tiras finas. Retira el tallo de la berenjena y córtala por la mitad, luego, córtala en dados de 0,5-1 cm. Pela y pica el ajo (ver cantidad en ingredientes)."
"Hatun mana k’askanakuq sartenpi, ajowan kuska huk hatun ch’aqchuy aceiteta yapay. Chawpi ninapi ruphaykachispa 1-2 min. Chaymanqa ch’uñuta, berenjenata ima churaspa, kachiwan, pimientawan ima timpuchispa, sartenta qataspa, 6-8 minutu, llamp’uyanankama yanuna. Sapa kuti kuyurichiy. Chaymanta, huk ch’aqchuy aceiteta yapaykusun, hinaspataq chawpi ninapi 5-6 minutotawan yanuna, wakin kutipi kuyurichispa, llamp’u q’illuyanankama.","En una sartén antiadherente grande, agrega un chorrito generoso de aceite junto con el ajo. Calienta a fuego medio y cocina 1-2 min. Añade la cebolla y la berenjena, salpimienta y cocina, con la sartén tapada, durante 6-8 min, hasta que se ablanden. Remueve frecuentemente. Luego, agrega otro chorrito de aceite y cocina a fuego medio-alto 5-6 min más, removiendo ocasionalmente, hasta que se doren ligeramente."
"Verdurakunayuq sartenpi Ras-el-Hanout nisqatapas yapaykusun, hinaspataq chawpi ninapi 1-2 minututawan yanuna, wakin kutipi kuyurichispa. Chaymanta, yanusqa cuscús nisqatapas yapaykusun, hinaspataq kuyurichina, chaynapi imapas kaqkuna hukllawakunanpaq. Kachita, pimientatapas malliykuspa allichay. Chay cuscús nisqataqa platokunapa sikinpi verdurakunawan kuska haywarina.","En la sartén con las verduras, agrega el Ras-el-Hanout y cocina a fuego medio 1-2 min más, removiendo ocasionalmente. Luego, agrega el cuscús cocido y remueve, de forma que se integren los ingredientes. Prueba y rectifica de sal y pimienta. Sirve el cuscús con verduras en la base de los platos."
"Chay sartenpiqa chawpi ninapi huk ch’alla aceiteta ruphaykachina. Huk kuti q’uñiptinqa wallpatapas, ima yogur adobotapas k’askakuqtapas yapaykusun, manaña puchuq adobotapas yapanachu. Sapa ladumanta 3-4 minutukunata yanuna, wallpa ukhunta yanukunankama. Harissa wallpa chuchuta 1cm anchoyuq llimp’ikunata kuchuspa cuscú patapi verdurakunawan haywarina.","En la sartén, calienta un chorrito de aceite a fuego medio. Una vez caliente, agrega el pollo y el marinado de yogur que quede adherido, no es necesario agregar el marinado restante. Cocina 3-4 min por lado, hasta que el pollo quede bien cocinado en el interior. Corta la pechuga de pollo a la harissa en tiras de 1 cm de ancho y sírvela sobre el cuscús con verduras."
"Calabaza puré nisqataqa huk mankapi churana (mana ima yakuyuq).

Puréta hak’uwan chaqruspa calabaza wayk’una yakuta, anistapas pisi pisimanta yapaykusun, kuyurichispa. Rakhu, huklla masa kanan.

15 minutu samay, temperatura ambiente nisqapi.

Chaymanqa t’anta ruwanapaq polvota churaspa chaqruna.

Huk sartenpi achka aceiteta ruphaykachiy. Ruphaptinqa, masamanta cucharakunata aceiteman yapaykusun, hinaspa q’illuyachina, chaykunata tikraspa, chaynapi huk rikchaq colorniyuq kanankupaq. Huk cuchara ranurasqawan sartenmanta hurquspa iskay kimsa minuto absorbente papelpi churana, chaynapi llumpay wirata hurqunapaq.

Sapa runapaq 2 3 fritters nisqakunata haywarina, hatun kayninman hina, azúcar polvo nisqawan canelawan ch’allaykusun utaq chancaca mielwan bañana. Hinallataqmi jarabewanpas bañakunman (1 vaso azúcarta, 1⁄2 vaso unuta, 1 cucharadita vainillatapas mana kuyurichispa yaqa 8 minuto timpuchina).

Chancaca miel:
Chancacata kuchuspa huk mankapi churaspa, asukarta, clavota, canelata, naranja qaranta, yakutapas yapaykusun hinaspa timpuchina miel hina (termómetro nisqapi 217°F).","	
Colocar en una vasija el puré de zapallo (sin nada de líquido).

Mezclar el puré con la harina y agregar el líquido de cocción del zapallo y el anís gradualmente, mientras se mueve. Debe quedar una masa espesa y uniforme.

Reposar durante 15 minutos, a temperatura de ambiente.

Agregarle el polvo de hornear y mezclar.

Calentar abundante aceite en una sartén. Una vez bien caliente, echar cucharadas de la masa al aceite y dejar dorar, dándoles vuelta para que tengan un color parejo. Retirar de la sartén con una espumadera y ponerlos unos minutos sobre papel absorbente para eliminar el exceso de grasa.

Servir 2 a 3 buñuelos por persona, dependiendo del tamaño, espolvorearles azúcar en polvo y canela o bañarlos con miel de chancaca. También se pueden bañar con almíbar (Hervir 1 taza de azúcar, ½ taza de agua y 1 cucharadita de vainilla sin revolver durante 8 minutos aproximadamente).

Miel de chancaca:
Cortar la chancaca en trozos y colocarla en una olla, agregarle el azúcar, clavo de olor, canela, cáscara de naranja y agua y llevar a hervir hasta que tenga la consistencia de miel (217°F en termómetro)."
"Huk mankapi aceiteta ruphaykachispa, ch’uñuwan, añuwan, ñut’u chiliwan, oréganowan ima aderezota wakichina. Iskay kimsa minutu yanuspa calabaza, guisantes, papa, sara ima churana.

Mankata tapaspa pisi ninapi yanuna imakuna yanukunankama.

Chaymanqa lecheta, musuq quesotapas yapaykusun. Chaqruy hinaspa timpuchiy. Suchuy.

Chayraq quesowan, aceitunaswan ima haywarina. Yuraq arrozwan kuska haywarina.

Almuerzo cajapi yuyaychay:
Sichus sarata congelayta munanki askha kutita almuerzo cajapi utilizanapaq chayqa, kaqllatataqmi preparanayki chay diferenciawanqa saraqa guisanteswan lechewan kuska k’aspichasqa yapakunqa, manataqmi llapantachu wayk’unqa . Locro nisqataqa iskay kimsa minuto manaraq yanuchkaptinku ninamanta hurquspa condimentota allichay. Tukuyninpi q’uñichiy, chaymantataq t’aqa t’aqapi congelay.

Ñawpaq p’unchaymi refrigeradorman churay necesitasqaykikunata. Pisi ninapi ruphaykachispa musuq quesota papatapas yapaykusun (kaykunataqa manam chirichiyta atikunmanchu) .","Calentar el aceite en una olla y preparar un aderezo con la cebolla, los ajos, el ají molido y el orégano. Cocinar unos minutos y agregar el zapallo, las arvejas, las papas y los choclos.

Tapar olla, y cocinar a fuego lento hasta que los ingredientes estén cocidos.

Añadir la leche, y el queso fresco. Mezclar y sazonar. Retirar.

Servir con trozos de queso fresco y aceitunas. Acompañar con arroz blanco.

Sugerencia para la lonchera:
Si se desea congelar el locro para poderlo usar en varias oportunidades en la lonchera, prepararlo de la misma manera con la diferencia que el choclo se añadirá desgranado junto con las arvejas y la leche y no se dejarán que se cocinen completamente. Retirar el locro del fuego unos minutos antes de que éstos estén cocidos y rectificar la sazón. Dejar que se enfríe completamente y luego congelar en porciones.

El día anterior pasar lo que se va a necesitar al refrigerador. Calentar a fuego lento y agregar el queso fresco y las papas (éstas no se pueden congelar)"
"Yuraq arrozta sapa kuti ruwasqaman hina wakichiy.

Hatun sartenpi aceiteta ruphaykachina. Ch’uñuta iskay kimsa minutullata q’uñichispa, añuta yapaykuspa 1 minututawan yanuna. Chaymanqa pimentón, comino, pimienta ima churana. Allinta chaqruspa aychata yapaykusun. Aychataqa 8 10 minutukama, kuyurichispa yanuna. Sichus liquido lluqsirqa chayqa, suyana ch’akinanta. Condimentota allichay.

Chaymanqa yana aceitunas, pasas, timpusqa uhu, perejil phatmasqa ima churana. Allinta chaqruna.

Servinapaqqa sapan moldeta aceitewan cepillana. Kuskan ñanta arrozwan hunt’achiy. Aycha hunt’achiyta 2manta 3 cucharakama churaspa arrozwan tapaykusun. Allinta ñit’ispa platoman moldeta horqoy.

Chay moldepa hawanman perejil picasqata ch’allay. Chaytaqa friturakunawanmi haywasunman.

Almuerzo cajapi yuyaychaykuna:
Chay qatasqa arroz hunt’ataqa chirichiyta atikunmanmi, mana uhuyuqta, 3 killakama. Chaytataq t’aqa t’aqaman t’aqaspa wayra mana haykuq p’uyñukunaman otaq allin wisq’asqa bolsakunaman churana.
Descongelar temperatura ambiente nisqapi hinaspa ruphaykachiy manaraq termo nisqapi arrozwan kuska churachkaspa.","	
Preparar arroz blanco de la forma acostumbrada.

Calentar aceite en una sartén grande. Saltar la cebolla unos minutos, agregar el ajo y cocinar 1 minuto más. Agregar la paprika, comino y pimienta. Mezclar bien y añadir la carne. Dejar cocinar la carne, moviendo, de 8 a 10 minutos. Si soltó líquido, esperar que seque. Rectificar la sazón.

Agregar aceitunas negras, pasas, huevo cocido y perejil picado. Mezclar bien.

Para servir, pincelar un molde individual con aceite. Llenar con arroz hasta la mitad. Colocar 2 a 3 cucharadas del relleno de carne y cubrir con arroz. Presionar bien y desmoldar en el plato.

Salpicar perejil picado encima del molde. Se puede acompañar con papas fritas.

Sugerencias para loncheras:
El relleno del arroz tapado se puede congelar, sin el huevo, hasta por 3 meses. Dividirlo en porciones y colocarlas en recipientes herméticos o en bolsas bien cerradas.
Descongelar a temperatura de ambiente y calentar antes de introducirlo junto con el arroz en el termo."
"Ankataqa kuchuy. Kimsa chunka minutupaq kachiwan, pimientawan, cominowan, huk cuchara ajowan, naranja q’achuwan, arnaucho chiliwan, kuskan q’illu chiliwan, mirasol chiliwan ima marinachun.

Iskay cuchara rupha aceitepi ankataqa q’illuyachiy. Huk mankapi, huk cuchara aceitewan, puchuq añuta, kuchusqa ch’uñuta, mirasol chili pimientota, puchuq q’illu chili pimientota ima rawk’ana. Ankataqa adobo yakunwan yapaykusun, kachiwan timpuchispa kimsa chunka minutu timpuchina. Chay kuchusqa ch’uñuta plumaman yapaspa 15 minututawan yanuna.

Parboiled yuccawan kuska servina, lechugawan hinaspa rocoto rebanadaswan adornasqa.","Corte el pato en presas. Déjelo macerar con la sal, la pimienta, el comino, una cucharada de ajo, el jugo de naranja agria, el ají arnaucho, la mitad del ají amarillo y del ají mirasol durante treinta minutos.

Dore en dos cucharadas de aceite caliente el pato. En otra olla, con una cucharada de aceite fría el resto del ajo, la cebolla en cubos, el ají mirasol y el ají amarillo restante. Agregue el pato con el jugo de su maceración, sazone con sal y deje que hierva durante treinta minutos. Añada la cebolla cortada a la pluma y cocine 15 minutos más.

Sirva acompañado de yuca sancochada, adorne con lechuga y rodajas de rocoto"
